InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalPurchaseValue,ProductCategory,Country
INV000186,CUST0250,2023-06-25 05:16:00,6,181.03,1086.18,Beauty,Spain
INV001982,CUST0072,2023-06-25 06:09:00,1,33.79,33.79,Beauty,Germany
INV000538,CUST0099,2023-06-25 13:13:00,1,57.76,57.76,Clothing,Netherlands
INV001266,CUST0210,2023-06-25 20:49:00,1,62.08,62.08,Electronics,Spain
INV000052,CUST0020,2023-06-25 21:16:00,3,60.36,181.08,Electronics,Germany
INV001388,CUST0051,2023-06-26 07:16:00,8,166.97,1335.76,Clothing,United Kingdom
INV002677,CUST0086,2023-06-26 07:43:00,6,140.81,844.86,Home & Kitchen,United Kingdom
INV001173,CUST0141,2023-06-26 12:08:00,7,270.1,1890.7,Beauty,United Kingdom
INV002902,CUST0052,2023-06-26 17:14:00,4,188.83,755.32,Beauty,United Kingdom
INV001131,CUST0091,2023-06-26 19:14:00,3,37.92,113.76,Home & Kitchen,Netherlands
INV000043,CUST0153,2023-06-27 10:18:00,1,59.02,59.02,Beauty,Germany
INV000757,CUST0028,2023-06-27 17:10:00,1,70.71,70.71,Electronics,United Kingdom
INV001305,CUST0086,2023-06-27 20:47:00,3,67.03,201.09,Beauty,United Kingdom
INV002082,CUST0058,2023-06-27 22:46:00,2,28.15,56.3,Beauty,United Kingdom
INV000495,CUST0212,2023-06-28 01:43:00,3,131.89,395.67,Beauty,France
INV002281,CUST0037,2023-06-28 03:12:00,2,82.14,164.28,Clothing,United Kingdom
INV002978,CUST0042,2023-06-28 04:10:00,5,65.71,328.55,Clothing,Spain
INV002537,CUST0184,2023-06-28 12:47:00,5,92.63,463.15,Beauty,United Kingdom
INV002990,CUST0048,2023-06-28 19:47:00,4,86.53,346.12,Sports,United Kingdom
INV000969,CUST0247,2023-06-28 21:04:00,3,57.29,171.87,Electronics,Netherlands
INV002748,CUST0036,2023-06-29 02:23:00,8,224.06,1792.48,Clothing,France
INV001565,CUST0013,2023-06-29 04:47:00,2,147.91,295.82,Home & Kitchen,France
INV001722,CUST0133,2023-06-29 13:24:00,1,44.34,44.34,Clothing,United Kingdom
INV002379,CUST0242,2023-06-29 17:51:00,13,291.89,3794.57,Electronics,Germany
INV001338,CUST0098,2023-06-29 17:52:00,3,66.5,199.5,Beauty,Spain
INV001444,CUST0131,2023-06-29 21:02:00,1,87.48,87.48,Home & Kitchen,France
INV001339,CUST0215,2023-06-30 20:20:00,4,86.41,345.64,Home & Kitchen,France
INV002814,CUST0025,2023-06-30 20:34:00,3,134.25,402.75,Home & Kitchen,United Kingdom
INV002825,CUST0125,2023-07-01 08:47:00,1,46.88,46.88,Electronics,Netherlands
INV002630,CUST0231,2023-07-01 09:25:00,4,108.3,433.2,Beauty,United Kingdom
INV002316,CUST0151,2023-07-02 00:51:00,9,135.09,1215.81,Beauty,France
INV002875,CUST0178,2023-07-02 05:41:00,4,54.3,217.2,Clothing,United Kingdom
INV000389,CUST0159,2023-07-03 06:29:00,1,43.26,43.26,Clothing,United Kingdom
INV002376,CUST0190,2023-07-03 18:28:00,3,50.7,152.1,Home & Kitchen,Germany
INV001689,CUST0239,2023-07-03 20:30:00,4,103.99,415.96,Home & Kitchen,Germany
INV001646,CUST0054,2023-07-03 20:33:00,3,107.69,323.07,Clothing,France
INV001487,CUST0154,2023-07-04 14:11:00,1,89.49,89.49,Beauty,France
INV000310,CUST0233,2023-07-04 19:49:00,2,68.84,137.68,Clothing,United Kingdom
INV001648,CUST0243,2023-07-04 22:51:00,7,196.03,1372.21,Electronics,United Kingdom
INV000898,CUST0009,2023-07-05 03:39:00,4,100.56,402.24,Electronics,United Kingdom
INV001170,CUST0071,2023-07-05 07:41:00,3,112.96,338.88,Beauty,United Kingdom
INV001864,CUST0139,2023-07-05 14:23:00,2,77.52,155.04,Beauty,United Kingdom
INV002476,CUST0237,2023-07-05 17:22:00,2,70.07,140.14,Electronics,France
INV000859,CUST0068,2023-07-06 14:24:00,3,107.59,322.77,Sports,Germany
INV000282,CUST0152,2023-07-06 15:27:00,1,33.43,33.43,Clothing,Netherlands
INV001330,CUST0022,2023-07-06 16:02:00,1,37.6,37.6,Sports,Spain
INV000515,CUST0005,2023-07-07 05:30:00,2,43.59,87.18,Beauty,United Kingdom
INV001223,CUST0220,2023-07-07 07:24:00,6,110.46,662.76,Beauty,United Kingdom
INV000682,CUST0092,2023-07-07 19:09:00,4,135.16,540.64,Beauty,United Kingdom
INV000808,CUST0198,2023-07-08 01:41:00,4,130.03,520.12,Beauty,Germany
INV001627,CUST0198,2023-07-08 18:50:00,8,99.41,795.28,Home & Kitchen,Germany
INV002813,CUST0194,2023-07-08 20:56:00,1,90.5,90.5,Beauty,United Kingdom
INV001240,CUST0229,2023-07-08 23:40:00,5,114.26,571.3,Clothing,Germany
INV001706,CUST0226,2023-07-09 08:56:00,1,53.74,53.74,Electronics,United Kingdom
INV002892,CUST0144,2023-07-09 09:14:00,3,63.74,191.22,Beauty,United Kingdom
INV001175,CUST0215,2023-07-09 11:26:00,4,127.76,511.04,Electronics,United Kingdom
INV002432,CUST0241,2023-07-09 21:27:00,8,208.89,1671.12,Clothing,France
INV001760,CUST0059,2023-07-09 22:21:00,1,56.23,56.23,Home & Kitchen,United Kingdom
INV001828,CUST0222,2023-07-10 08:59:00,1,69.49,69.49,Clothing,France
INV000273,CUST0227,2023-07-10 09:53:00,4,256.73,1026.92,Home & Kitchen,Spain
INV000164,CUST0206,2023-07-10 18:35:00,1,43.02,43.02,Sports,United Kingdom
INV002774,CUST0143,2023-07-11 02:16:00,1,79.2,79.2,Home & Kitchen,France
INV002925,CUST0183,2023-07-11 08:03:00,4,165.24,660.96,Sports,United Kingdom
INV000568,CUST0004,2023-07-11 18:01:00,1,50.05,50.05,Home & Kitchen,United Kingdom
INV000674,CUST0178,2023-07-11 21:07:00,1,54.32,54.32,Beauty,United Kingdom
INV000170,CUST0238,2023-07-12 04:26:00,2,40.18,80.36,Clothing,Germany
INV000998,CUST0185,2023-07-12 08:30:00,3,97.66,292.98,Beauty,France
INV002437,CUST0011,2023-07-12 10:10:00,3,57.61,172.83,Clothing,Germany
INV000479,CUST0186,2023-07-12 12:02:00,5,95.67,478.35,Clothing,Spain
INV001973,CUST0249,2023-07-12 12:54:00,9,273.15,2458.35,Home & Kitchen,Germany
INV001152,CUST0154,2023-07-12 14:51:00,3,98.98,296.94,Home & Kitchen,Spain
INV001062,CUST0111,2023-07-13 20:54:00,1,79.03,79.03,Beauty,Germany
INV001719,CUST0207,2023-07-14 05:42:00,1,21.57,21.57,Home & Kitchen,Germany
INV002584,CUST0146,2023-07-14 06:13:00,1,42.56,42.56,Home & Kitchen,Germany
INV001738,CUST0224,2023-07-14 14:47:00,3,44.12,132.36,Clothing,France
INV002134,CUST0191,2023-07-15 03:02:00,2,64.57,129.14,Clothing,United Kingdom
INV001312,CUST0059,2023-07-15 05:25:00,1,63.59,63.59,Home & Kitchen,Spain
INV002346,CUST0119,2023-07-15 17:00:00,8,157.63,1261.04,Beauty,Spain
INV001691,CUST0073,2023-07-15 17:27:00,1,42.74,42.74,Beauty,Germany
INV001575,CUST0029,2023-07-15 19:15:00,2,78.57,157.14,Clothing,France
INV002422,CUST0199,2023-07-15 19:44:00,5,97.93,489.65,Clothing,Germany
INV000840,CUST0113,2023-07-15 22:56:00,5,204.9,1024.5,Home & Kitchen,United Kingdom
INV000979,CUST0134,2023-07-15 23:37:00,3,20.28,60.84,Clothing,United Kingdom
INV002975,CUST0166,2023-07-16 07:26:00,3,127.94,383.82,Home & Kitchen,United Kingdom
INV002360,CUST0219,2023-07-16 12:27:00,3,61.44,184.32,Beauty,United Kingdom
INV002775,CUST0086,2023-07-16 13:26:00,2,23.41,46.82,Home & Kitchen,Germany
INV002045,CUST0242,2023-07-16 14:09:00,6,242.93,1457.58,Beauty,Germany
INV000036,CUST0039,2023-07-17 01:00:00,4,188.93,755.72,Home & Kitchen,France
INV001238,CUST0249,2023-07-17 06:18:00,8,295.1,2360.8,Electronics,Germany
INV000551,CUST0181,2023-07-17 10:59:00,1,90.25,90.25,Sports,United Kingdom
INV002417,CUST0213,2023-07-18 08:35:00,4,131.46,525.84,Home & Kitchen,United Kingdom
INV001966,CUST0126,2023-07-18 17:23:00,6,99.03,594.18,Clothing,Spain
INV001672,CUST0241,2023-07-20 05:48:00,19,117.23,2227.37,Sports,United Kingdom
INV000794,CUST0026,2023-07-20 19:01:00,4,124.92,499.68,Beauty,Spain
INV001926,CUST0241,2023-07-20 19:36:00,12,262.07,3144.84,Electronics,France
INV002621,CUST0146,2023-07-20 20:42:00,3,23.6,70.8,Home & Kitchen,Spain
INV002610,CUST0138,2023-07-20 21:18:00,6,166.28,997.68,Clothing,United Kingdom
INV000162,CUST0185,2023-07-21 01:08:00,2,60.25,120.5,Beauty,France
INV001954,CUST0024,2023-07-21 05:14:00,3,120.97,362.91,Electronics,United Kingdom
INV001257,CUST0196,2023-07-21 07:37:00,1,88.36,88.36,Clothing,United Kingdom
INV002669,CUST0200,2023-07-21 12:22:00,1,99.36,99.36,Home & Kitchen,Germany
INV002147,CUST0037,2023-07-21 12:32:00,4,39.76,159.04,Clothing,United Kingdom
INV001162,CUST0148,2023-07-21 20:40:00,2,75.04,150.08,Clothing,Germany
INV001750,CUST0237,2023-07-21 21:29:00,3,72.27,216.81,Sports,United Kingdom
INV001483,CUST0089,2023-07-21 23:08:00,3,107.95,323.85,Home & Kitchen,United Kingdom
INV001938,CUST0217,2023-07-22 10:23:00,1,72.35,72.35,Clothing,Netherlands
INV000951,CUST0040,2023-07-22 12:05:00,2,54.29,108.58,Electronics,United Kingdom
INV002081,CUST0134,2023-07-22 17:00:00,3,82.24,246.72,Beauty,United Kingdom
INV002574,CUST0037,2023-07-22 17:43:00,3,52.55,157.65,Clothing,Spain
INV000032,CUST0137,2023-07-22 19:23:00,1,88.56,88.56,Beauty,United Kingdom
INV000088,CUST0225,2023-07-23 05:00:00,3,59.54,178.62,Home & Kitchen,United Kingdom
INV002327,CUST0234,2023-07-23 15:01:00,4,5.0,20.0,Sports,Spain
INV001359,CUST0106,2023-07-23 20:10:00,3,42.06,126.18,Home & Kitchen,United Kingdom
INV001671,CUST0122,2023-07-23 20:58:00,8,139.1,1112.8,Clothing,United Kingdom
INV001693,CUST0142,2023-07-24 00:33:00,3,102.51,307.53,Electronics,United Kingdom
INV001555,CUST0170,2023-07-24 06:09:00,4,45.19,180.76,Clothing,Germany
INV002326,CUST0178,2023-07-24 10:24:00,3,108.78,326.34,Sports,United Kingdom
INV000825,CUST0031,2023-07-24 21:34:00,1,128.78,128.78,Beauty,United Kingdom
INV002133,CUST0182,2023-07-26 06:14:00,1,69.31,69.31,Sports,United Kingdom
INV000056,CUST0144,2023-07-26 17:50:00,2,42.35,84.7,Electronics,United Kingdom
INV000737,CUST0056,2023-07-27 00:28:00,12,213.07,2556.84,Clothing,Germany
INV000179,CUST0085,2023-07-27 01:59:00,1,78.2,78.2,Home & Kitchen,France
INV000897,CUST0017,2023-07-27 08:02:00,3,77.84,233.52,Beauty,United Kingdom
INV000858,CUST0118,2023-07-27 09:41:00,1,49.34,49.34,Beauty,United Kingdom
INV002631,CUST0024,2023-07-27 11:57:00,1,60.62,60.62,Electronics,United Kingdom
INV002112,CUST0183,2023-07-27 12:47:00,15,306.24,4593.6,Electronics,United Kingdom
INV000486,CUST0228,2023-07-28 00:14:00,5,66.9,334.5,Home & Kitchen,United Kingdom
INV001419,CUST0227,2023-07-28 02:54:00,9,237.7,2139.3,Clothing,United Kingdom
INV001079,CUST0031,2023-07-28 04:43:00,2,68.15,136.3,Clothing,United Kingdom
INV002427,CUST0093,2023-07-28 08:43:00,6,114.73,688.38,Home & Kitchen,Germany
INV000929,CUST0072,2023-07-29 13:18:00,1,51.49,51.49,Clothing,Netherlands
INV001947,CUST0244,2023-07-29 16:06:00,1,34.88,34.88,Beauty,United Kingdom
INV002846,CUST0128,2023-07-30 01:06:00,2,66.98,133.96,Clothing,Netherlands
INV000539,CUST0129,2023-07-30 04:17:00,3,42.54,127.62,Clothing,Spain
INV000019,CUST0032,2023-07-30 04:57:00,1,38.87,38.87,Beauty,United Kingdom
INV000487,CUST0192,2023-07-30 12:11:00,2,126.39,252.78,Sports,United Kingdom
INV001634,CUST0062,2023-07-30 17:19:00,1,65.83,65.83,Home & Kitchen,Germany
INV000636,CUST0145,2023-07-31 01:48:00,3,72.65,217.95,Electronics,United Kingdom
INV002137,CUST0135,2023-07-31 19:05:00,6,257.66,1545.96,Electronics,United Kingdom
INV002450,CUST0048,2023-08-01 01:12:00,4,72.88,291.52,Electronics,Germany
INV002776,CUST0060,2023-08-01 04:54:00,2,66.77,133.54,Home & Kitchen,United Kingdom
INV001054,CUST0140,2023-08-01 12:17:00,6,153.09,918.54,Beauty,United Kingdom
INV000040,CUST0026,2023-08-01 14:21:00,3,141.69,425.07,Home & Kitchen,Germany
INV002752,CUST0237,2023-08-02 02:18:00,1,73.16,73.16,Home & Kitchen,Germany
INV002080,CUST0132,2023-08-02 05:13:00,3,36.63,109.89,Clothing,United Kingdom
INV002191,CUST0087,2023-08-02 05:41:00,5,184.72,923.6,Electronics,Spain
INV000194,CUST0138,2023-08-02 06:42:00,6,181.9,1091.4,Clothing,United Kingdom
INV000934,CUST0060,2023-08-02 11:36:00,4,66.44,265.76,Home & Kitchen,United Kingdom
INV000597,CUST0047,2023-08-02 13:02:00,1,70.94,70.94,Electronics,Germany
INV000600,CUST0229,2023-08-02 21:23:00,1,169.46,169.46,Beauty,Germany
INV001714,CUST0139,2023-08-03 10:57:00,2,74.44,148.88,Beauty,France
INV000331,CUST0213,2023-08-03 12:22:00,13,84.78,1102.14,Electronics,United Kingdom
INV001009,CUST0123,2023-08-03 14:58:00,1,60.41,60.41,Home & Kitchen,Germany
INV002688,CUST0030,2023-08-04 00:58:00,1,49.07,49.07,Beauty,Germany
INV001613,CUST0073,2023-08-04 07:02:00,1,45.65,45.65,Sports,United Kingdom
INV002158,CUST0096,2023-08-04 23:14:00,1,49.87,49.87,Home & Kitchen,United Kingdom
INV000277,CUST0036,2023-08-05 01:25:00,5,126.86,634.3,Home & Kitchen,Germany
INV002797,CUST0180,2023-08-05 03:08:00,1,63.8,63.8,Beauty,United Kingdom
INV000619,CUST0226,2023-08-05 10:53:00,1,40.21,40.21,Home & Kitchen,France
INV000134,CUST0001,2023-08-06 03:25:00,1,73.15,73.15,Home & Kitchen,United Kingdom
INV001396,CUST0040,2023-08-06 10:07:00,2,83.35,166.7,Electronics,France
INV002873,CUST0126,2023-08-06 12:53:00,1,64.9,64.9,Sports,Germany
INV002357,CUST0232,2023-08-06 18:38:00,1,51.16,51.16,Home & Kitchen,Spain
INV002344,CUST0193,2023-08-07 00:31:00,7,195.04,1365.28,Sports,United Kingdom
INV001178,CUST0184,2023-08-07 06:35:00,5,87.2,436.0,Electronics,United Kingdom
INV002286,CUST0119,2023-08-07 08:45:00,9,145.8,1312.2,Sports,United Kingdom
INV002449,CUST0072,2023-08-07 17:41:00,1,44.49,44.49,Electronics,Germany
INV001018,CUST0109,2023-08-07 21:16:00,1,35.01,35.01,Clothing,United Kingdom
INV000046,CUST0060,2023-08-08 00:54:00,2,83.78,167.56,Home & Kitchen,United Kingdom
INV001413,CUST0033,2023-08-08 04:40:00,2,47.61,95.22,Home & Kitchen,France
INV001519,CUST0167,2023-08-08 05:13:00,4,67.32,269.28,Electronics,United Kingdom
INV000525,CUST0011,2023-08-08 07:22:00,1,55.09,55.09,Clothing,Spain
INV000643,CUST0006,2023-08-08 12:22:00,4,27.76,111.04,Home & Kitchen,United Kingdom
INV002130,CUST0035,2023-08-08 12:25:00,13,286.62,3726.06,Beauty,Netherlands
INV002681,CUST0172,2023-08-08 17:48:00,1,37.61,37.61,Home & Kitchen,United Kingdom
INV001115,CUST0057,2023-08-08 18:42:00,1,49.04,49.04,Electronics,United Kingdom
INV000609,CUST0226,2023-08-09 01:08:00,1,39.8,39.8,Beauty,United Kingdom
INV002969,CUST0232,2023-08-09 08:10:00,1,77.93,77.93,Sports,United Kingdom
INV002746,CUST0226,2023-08-09 08:12:00,1,45.19,45.19,Clothing,Germany
INV001484,CUST0012,2023-08-09 14:44:00,14,257.33,3602.62,Home & Kitchen,United Kingdom
INV002874,CUST0011,2023-08-09 18:23:00,1,63.94,63.94,Clothing,United Kingdom
INV000461,CUST0185,2023-08-09 18:53:00,3,53.96,161.88,Clothing,Spain
INV001020,CUST0180,2023-08-09 20:05:00,2,54.39,108.78,Home & Kitchen,United Kingdom
INV002765,CUST0151,2023-08-10 04:42:00,14,342.54,4795.56,Home & Kitchen,Netherlands
INV000583,CUST0118,2023-08-10 16:15:00,1,37.08,37.08,Electronics,Spain
INV001667,CUST0177,2023-08-10 16:47:00,2,162.38,324.76,Sports,United Kingdom
INV001598,CUST0173,2023-08-11 11:24:00,3,51.2,153.6,Sports,United Kingdom
INV000239,CUST0130,2023-08-11 17:37:00,2,82.5,165.0,Electronics,United Kingdom
INV000082,CUST0070,2023-08-11 22:23:00,5,227.16,1135.8,Electronics,United Kingdom
INV001717,CUST0216,2023-08-12 07:57:00,1,28.14,28.14,Electronics,Germany
INV002349,CUST0202,2023-08-12 13:10:00,1,16.06,16.06,Clothing,United Kingdom
INV002912,CUST0116,2023-08-13 02:11:00,7,48.05,336.35,Home & Kitchen,Spain
INV002002,CUST0102,2023-08-13 09:53:00,2,74.92,149.84,Beauty,United Kingdom
INV000306,CUST0177,2023-08-13 10:27:00,2,100.86,201.72,Clothing,United Kingdom
INV002730,CUST0121,2023-08-13 11:02:00,4,133.31,533.24,Electronics,United Kingdom
INV002211,CUST0217,2023-08-13 19:24:00,1,100.79,100.79,Sports,Germany
INV002872,CUST0130,2023-08-14 01:16:00,3,78.2,234.6,Clothing,France
INV001529,CUST0227,2023-08-14 03:30:00,9,134.24,1208.16,Home & Kitchen,United Kingdom
INV000133,CUST0122,2023-08-14 12:14:00,9,131.23,1181.07,Clothing,United Kingdom
INV001892,CUST0130,2023-08-14 18:27:00,3,31.09,93.27,Electronics,United Kingdom
INV000563,CUST0110,2023-08-14 18:57:00,2,40.63,81.26,Electronics,Germany
INV000050,CUST0036,2023-08-14 21:02:00,8,140.11,1120.88,Electronics,United Kingdom
INV000891,CUST0130,2023-08-15 06:07:00,3,59.41,178.23,Clothing,United Kingdom
INV000123,CUST0218,2023-08-15 11:40:00,4,68.11,272.44,Clothing,Spain
INV001603,CUST0068,2023-08-15 14:16:00,8,98.54,788.32,Beauty,Germany
INV000243,CUST0215,2023-08-15 15:17:00,7,104.72,733.04,Clothing,Germany
INV000872,CUST0037,2023-08-15 16:49:00,1,63.12,63.12,Clothing,United Kingdom
INV002475,CUST0171,2023-08-15 22:05:00,5,115.03,575.15,Beauty,United Kingdom
INV001229,CUST0065,2023-08-16 01:17:00,1,63.38,63.38,Electronics,United Kingdom
INV001643,CUST0148,2023-08-16 02:05:00,1,60.29,60.29,Home & Kitchen,United Kingdom
INV000100,CUST0116,2023-08-16 05:10:00,5,190.84,954.2,Beauty,France
INV002301,CUST0242,2023-08-16 05:30:00,2,226.22,452.44,Electronics,United Kingdom
INV001876,CUST0174,2023-08-16 12:03:00,1,30.78,30.78,Sports,United Kingdom
INV001084,CUST0029,2023-08-16 14:31:00,3,84.79,254.37,Beauty,United Kingdom
INV000654,CUST0249,2023-08-16 16:20:00,3,224.59,673.77,Clothing,United Kingdom
INV000030,CUST0104,2023-08-16 23:42:00,2,55.45,110.9,Sports,United Kingdom
INV000250,CUST0090,2023-08-17 16:27:00,6,57.72,346.32,Clothing,United Kingdom
INV000719,CUST0099,2023-08-17 17:46:00,3,43.95,131.85,Beauty,United Kingdom
INV000555,CUST0165,2023-08-17 18:32:00,1,67.34,67.34,Home & Kitchen,United Kingdom
INV001296,CUST0166,2023-08-17 19:40:00,4,91.58,366.32,Clothing,United Kingdom
INV001591,CUST0103,2023-08-18 00:42:00,1,107.58,107.58,Home & Kitchen,Spain
INV002585,CUST0147,2023-08-18 20:33:00,3,71.29,213.87,Electronics,Germany
INV001293,CUST0020,2023-08-18 23:13:00,2,50.15,100.3,Home & Kitchen,United Kingdom
INV002131,CUST0189,2023-08-19 05:58:00,1,76.09,76.09,Electronics,Netherlands
INV002667,CUST0008,2023-08-19 09:36:00,7,167.37,1171.59,Beauty,France
INV000622,CUST0166,2023-08-19 09:47:00,1,130.25,130.25,Electronics,France
INV002679,CUST0130,2023-08-19 10:41:00,1,79.63,79.63,Clothing,Netherlands
INV000904,CUST0163,2023-08-19 14:15:00,4,79.94,319.76,Sports,Germany
INV002685,CUST0035,2023-08-20 08:31:00,4,225.72,902.88,Electronics,United Kingdom
INV001701,CUST0220,2023-08-20 09:54:00,5,130.64,653.2,Sports,United Kingdom
INV002365,CUST0033,2023-08-20 11:20:00,3,63.03,189.09,Beauty,United Kingdom
INV002911,CUST0229,2023-08-20 13:36:00,5,109.74,548.7,Electronics,France
INV001553,CUST0016,2023-08-20 19:32:00,1,50.23,50.23,Sports,Netherlands
INV000066,CUST0215,2023-08-20 20:50:00,7,138.04,966.28,Clothing,United Kingdom
INV002611,CUST0201,2023-08-21 04:35:00,1,76.99,76.99,Electronics,Spain
INV001795,CUST0077,2023-08-21 05:46:00,6,41.14,246.84,Sports,Germany
INV000288,CUST0113,2023-08-21 08:22:00,10,174.32,1743.2,Sports,Spain
INV000546,CUST0197,2023-08-22 00:02:00,5,89.64,448.2,Beauty,France
INV002447,CUST0085,2023-08-22 00:18:00,5,44.12,220.6,Home & Kitchen,Germany
INV000761,CUST0017,2023-08-23 03:58:00,1,84.13,84.13,Clothing,United Kingdom
INV000829,CUST0152,2023-08-23 19:37:00,1,34.79,34.79,Electronics,United Kingdom
INV000611,CUST0050,2023-08-24 07:44:00,1,58.82,58.82,Beauty,United Kingdom
INV002971,CUST0233,2023-08-24 10:08:00,2,73.98,147.96,Beauty,Spain
INV001328,CUST0201,2023-08-24 20:59:00,5,40.7,203.5,Beauty,France
INV001572,CUST0039,2023-08-25 20:02:00,5,177.77,888.85,Electronics,Spain
INV002919,CUST0214,2023-08-26 03:07:00,3,22.19,66.57,Clothing,United Kingdom
INV001850,CUST0210,2023-08-26 08:04:00,1,43.68,43.68,Sports,United Kingdom
INV002409,CUST0083,2023-08-26 13:18:00,4,79.13,316.52,Beauty,France
INV000478,CUST0136,2023-08-26 22:51:00,5,76.85,384.25,Home & Kitchen,Germany
INV002248,CUST0020,2023-08-27 03:47:00,2,35.1,70.2,Clothing,Spain
INV001039,CUST0043,2023-08-27 04:44:00,1,75.65,75.65,Electronics,United Kingdom
INV002723,CUST0118,2023-08-27 05:12:00,2,52.92,105.84,Sports,United Kingdom
INV000276,CUST0240,2023-08-27 07:14:00,1,59.05,59.05,Sports,United Kingdom
INV001554,CUST0237,2023-08-27 13:20:00,2,108.3,216.6,Clothing,Spain
INV002295,CUST0179,2023-08-27 14:36:00,10,163.25,1632.5,Electronics,United Kingdom
INV000467,CUST0200,2023-08-27 14:39:00,1,158.53,158.53,Electronics,Spain
INV001802,CUST0046,2023-08-28 01:57:00,7,125.38,877.66,Electronics,United Kingdom
INV002529,CUST0159,2023-08-28 03:48:00,2,27.34,54.68,Electronics,United Kingdom
INV000733,CUST0109,2023-08-28 06:02:00,1,55.75,55.75,Beauty,France
INV001194,CUST0115,2023-08-28 08:26:00,2,105.19,210.38,Clothing,United Kingdom
INV002981,CUST0105,2023-08-28 15:02:00,9,150.07,1350.63,Beauty,France
INV002030,CUST0233,2023-08-28 16:09:00,4,57.79,231.16,Electronics,United Kingdom
INV002922,CUST0229,2023-08-29 02:36:00,8,134.42,1075.36,Clothing,United Kingdom
INV002287,CUST0035,2023-08-29 06:14:00,7,58.57,409.99,Home & Kitchen,United Kingdom
INV000826,CUST0040,2023-08-29 08:26:00,2,81.52,163.04,Beauty,United Kingdom
INV001406,CUST0055,2023-08-29 10:09:00,3,97.71,293.13,Electronics,United Kingdom
INV002122,CUST0096,2023-08-29 12:09:00,1,66.25,66.25,Beauty,Germany
INV001125,CUST0038,2023-08-29 17:05:00,1,26.49,26.49,Clothing,Spain
INV002680,CUST0215,2023-08-29 20:54:00,4,106.95,427.8,Clothing,France
INV002022,CUST0202,2023-08-29 23:47:00,1,42.19,42.19,Beauty,Spain
INV001522,CUST0187,2023-08-30 01:58:00,5,145.53,727.65,Home & Kitchen,United Kingdom
INV001424,CUST0109,2023-08-30 05:36:00,2,35.79,71.58,Electronics,United Kingdom
INV002164,CUST0228,2023-08-31 00:47:00,2,63.44,126.88,Sports,United Kingdom
INV001536,CUST0171,2023-08-31 01:08:00,2,124.57,249.14,Beauty,United Kingdom
INV001990,CUST0222,2023-08-31 07:45:00,1,83.37,83.37,Clothing,United Kingdom
INV000824,CUST0243,2023-09-01 05:37:00,8,147.59,1180.72,Electronics,United Kingdom
INV001299,CUST0226,2023-09-01 07:13:00,1,47.43,47.43,Clothing,United Kingdom
INV001189,CUST0168,2023-09-01 08:53:00,1,59.56,59.56,Clothing,United Kingdom
INV000320,CUST0083,2023-09-02 02:16:00,2,76.03,152.06,Electronics,United Kingdom
INV001141,CUST0199,2023-09-02 11:41:00,5,112.79,563.95,Sports,United Kingdom
INV002750,CUST0151,2023-09-02 20:14:00,12,267.66,3211.92,Beauty,United Kingdom
INV002219,CUST0249,2023-09-02 20:27:00,11,170.94,1880.34,Electronics,France
INV001197,CUST0194,2023-09-02 20:55:00,2,83.53,167.06,Home & Kitchen,United Kingdom
INV001528,CUST0152,2023-09-03 06:51:00,1,22.55,22.55,Beauty,Germany
INV001925,CUST0064,2023-09-03 07:20:00,3,43.48,130.44,Beauty,United Kingdom
INV001975,CUST0063,2023-09-03 09:16:00,5,67.75,338.75,Clothing,Germany
INV002251,CUST0204,2023-09-03 12:28:00,5,81.27,406.35,Clothing,United Kingdom
INV001749,CUST0205,2023-09-03 14:55:00,3,113.08,339.24,Home & Kitchen,United Kingdom
INV000470,CUST0152,2023-09-03 20:19:00,2,60.23,120.46,Clothing,United Kingdom
INV001112,CUST0137,2023-09-03 23:37:00,4,84.42,337.68,Clothing,United Kingdom
INV000322,CUST0111,2023-09-04 00:19:00,2,89.41,178.82,Home & Kitchen,Spain
INV002894,CUST0004,2023-09-04 07:13:00,1,57.75,57.75,Electronics,Spain
INV002837,CUST0226,2023-09-05 05:43:00,2,45.55,91.1,Beauty,United Kingdom
INV000053,CUST0065,2023-09-05 14:38:00,4,45.24,180.96,Beauty,France
INV002577,CUST0152,2023-09-05 16:23:00,2,77.8,155.6,Beauty,France
INV000187,CUST0010,2023-09-05 16:42:00,6,121.94,731.64,Home & Kitchen,United Kingdom
INV001012,CUST0118,2023-09-05 16:46:00,1,65.78,65.78,Electronics,United Kingdom
INV000158,CUST0144,2023-09-05 19:22:00,2,85.64,171.28,Sports,United Kingdom
INV000631,CUST0133,2023-09-06 04:17:00,1,57.6,57.6,Sports,United Kingdom
INV001456,CUST0044,2023-09-06 08:33:00,10,275.34,2753.4,Electronics,United Kingdom
INV000521,CUST0146,2023-09-06 15:08:00,1,42.13,42.13,Home & Kitchen,United Kingdom
INV002642,CUST0238,2023-09-06 16:12:00,1,16.84,16.84,Clothing,United Kingdom
INV000705,CUST0214,2023-09-06 21:43:00,2,36.55,73.1,Electronics,Spain
INV001827,CUST0079,2023-09-06 22:56:00,3,51.4,154.2,Home & Kitchen,United Kingdom
INV001721,CUST0072,2023-09-07 01:15:00,2,48.14,96.28,Electronics,United Kingdom
INV002410,CUST0109,2023-09-07 14:54:00,1,26.39,26.39,Clothing,France
INV002986,CUST0169,2023-09-07 17:21:00,1,36.92,36.92,Sports,United Kingdom
