Date,Gender,Age,Product,Product Category,Quantity,Price per Unit,Total Amount
2023-10-28,Female,28,Dress,Clothing,4,162.42,649.68
2023-10-29,Female,62,Smartphone,Electronics,2,465.32,930.64
2023-10-29,Female,42,Blender,Home & Kitchen,3,466.21,1398.63
2023-10-30,Female,50,Headphones,Electronics,3,1029.35,3088.05
2023-10-31,Male,55,Jeans,Clothing,4,71.52,286.08
2023-10-31,Male,58,Smartwatch,Electronics,3,363.06,1089.18
2023-11-01,Male,25,Shoes,Clothing,1,137.83,137.83
2023-11-02,Female,28,Cookware Set,Home & Kitchen,1,393.58,393.58
2023-11-03,Female,39,Perfume,Beauty,1,17.49,17.49
2023-11-03,Female,41,Headphones,Electronics,3,862.67,2588.01
2023-11-04,Female,58,Lamp,Home & Kitchen,1,334.67,334.67
2023-11-05,Male,34,Coffee Maker,Home & Kitchen,4,138.8,555.2
2023-11-06,Female,29,Lamp,Home & Kitchen,3,350.24,1050.72
2023-11-06,Male,63,Jeans,Clothing,5,236.24,1181.2
2023-11-07,Female,49,T-Shirt,Clothing,3,30.76,92.28
2023-11-08,Male,32,Yoga Mat,Sports,4,125.49,501.96
2023-11-09,Female,33,Vacuum Cleaner,Home & Kitchen,5,235.94,1179.7
2023-11-09,Male,39,Smartwatch,Electronics,3,1089.19,3267.57
2023-11-10,Male,45,Headphones,Electronics,1,1158.49,1158.49
2023-11-11,Male,37,Dress,Clothing,2,122.15,244.3
2023-11-11,Female,50,Running Shoes,Sports,2,267.51,535.02
2023-11-12,Female,27,Perfume,Beauty,1,100.38,100.38
2023-11-13,Male,57,T-Shirt,Clothing,2,143.69,287.38
2023-11-14,Male,49,Smartphone,Electronics,2,405.91,811.82
2023-11-14,Female,50,Lipstick,Beauty,1,46.88,46.88
2023-11-15,Male,19,Vacuum Cleaner,Home & Kitchen,1,165.36,165.36
2023-11-16,Female,50,T-Shirt,Clothing,3,147.96,443.88
2023-11-17,Female,50,Vacuum Cleaner,Home & Kitchen,3,43.7,131.1
2023-11-17,Male,58,Running Shoes,Sports,1,319.39,319.39
2023-11-18,Male,30,Tablet,Electronics,4,271.91,1087.64
2023-11-19,Female,47,Lipstick,Beauty,2,47.42,94.84
2023-11-19,Male,50,Jacket,Clothing,3,139.2,417.6
2023-11-20,Male,30,Coffee Maker,Home & Kitchen,2,363.75,727.5
2023-11-21,Female,43,Lipstick,Beauty,5,26.27,131.35
2023-11-22,Female,39,Lipstick,Beauty,1,64.01,64.01
2023-11-22,Female,56,Cookware Set,Home & Kitchen,4,485.28,1941.12
2023-11-23,Female,19,T-Shirt,Clothing,5,80.34,401.7
2023-11-24,Male,55,Dumbbells,Sports,5,123.31,616.55
2023-11-25,Male,56,Shampoo,Beauty,5,152.2,761.0
2023-11-25,Female,43,Smartwatch,Electronics,1,155.24,155.24
2023-11-26,Female,63,Skincare Set,Beauty,3,88.98,266.94
2023-11-27,Male,32,Lamp,Home & Kitchen,1,208.42,208.42
2023-11-28,Female,51,T-Shirt,Clothing,3,92.81,278.43
2023-11-28,Male,59,Vacuum Cleaner,Home & Kitchen,5,164.28,821.4
2023-11-29,Female,61,Running Shoes,Sports,5,50.15,250.75
2023-11-30,Male,57,Jeans,Clothing,4,92.41,369.64
2023-11-30,Male,28,Running Shoes,Sports,3,34.21,102.63
2023-12-01,Male,20,Headphones,Electronics,5,959.06,4795.3
2023-12-02,Male,23,Laptop,Electronics,2,538.05,1076.1
2023-12-03,Male,26,Smartwatch,Electronics,4,588.29,2353.16
2023-12-03,Female,23,Dumbbells,Sports,1,314.89,314.89
2023-12-04,Female,26,Perfume,Beauty,4,121.87,487.48
2023-12-05,Female,56,Smartphone,Electronics,2,108.87,217.74
2023-12-06,Female,48,Shoes,Clothing,3,236.93,710.79
2023-12-06,Male,49,Face Cream,Beauty,1,50.31,50.31
2023-12-07,Male,58,Headphones,Electronics,1,218.38,218.38
2023-12-08,Female,29,Tennis Racket,Sports,3,273.48,820.44
2023-12-08,Male,25,Lamp,Home & Kitchen,4,265.22,1060.88
2023-12-09,Female,25,Shampoo,Beauty,5,83.74,418.7
2023-12-10,Male,45,Football,Sports,4,102.34,409.36
2023-12-11,Female,37,T-Shirt,Clothing,2,145.92,291.84
2023-12-11,Male,64,Tennis Racket,Sports,5,110.55,552.75
2023-12-12,Female,24,Perfume,Beauty,4,163.27,653.08
2023-12-13,Female,28,Shampoo,Beauty,3,46.58,139.74
2023-12-14,Female,37,Tablet,Electronics,2,1072.79,2145.58
2023-12-14,Male,33,Running Shoes,Sports,2,204.6,409.2
2023-12-15,Female,21,T-Shirt,Clothing,2,210.55,421.1
2023-12-16,Female,23,Laptop,Electronics,5,884.13,4420.65
2023-12-17,Female,39,Smartphone,Electronics,1,866.36,866.36
2023-12-17,Female,43,Lipstick,Beauty,5,65.14,325.7
2023-12-18,Female,20,Face Cream,Beauty,4,49.76,199.04
2023-12-19,Male,58,Lamp,Home & Kitchen,1,129.12,129.12
2023-12-19,Female,59,Yoga Mat,Sports,4,302.87,1211.48
2023-12-20,Female,31,Smartwatch,Electronics,1,1002.47,1002.47
2023-12-21,Female,28,Blender,Home & Kitchen,5,237.07,1185.35
2023-12-22,Male,35,Tablet,Electronics,2,245.65,491.3
2023-12-22,Male,29,Coffee Maker,Home & Kitchen,3,209.66,628.98
2023-12-23,Female,40,Lamp,Home & Kitchen,2,321.09,642.18
2023-12-24,Female,29,Face Cream,Beauty,5,87.25,436.25
2023-12-25,Male,30,Coffee Maker,Home & Kitchen,1,396.69,396.69
2023-12-25,Female,42,Dress,Clothing,2,249.45,498.9
2023-12-26,Male,62,Jeans,Clothing,5,63.96,319.8
2023-12-27,Male,36,Cookware Set,Home & Kitchen,4,246.04,984.16
2023-12-27,Male,63,T-Shirt,Clothing,3,119.13,357.39
2023-12-28,Male,53,T-Shirt,Clothing,2,90.03,180.06
2023-12-29,Female,62,Jeans,Clothing,1,65.56,65.56
2023-12-30,Male,25,Vacuum Cleaner,Home & Kitchen,4,60.88,243.52
2023-12-30,Female,46,Jeans,Clothing,5,224.04,1120.2
2023-12-31,Female,49,Smartphone,Electronics,3,561.83,1685.49
2024-01-01,Female,61,Cookware Set,Home & Kitchen,1,263.54,263.54
2024-01-02,Female,35,Cookware Set,Home & Kitchen,5,460.96,2304.8
2024-01-02,Male,23,Tablet,Electronics,5,953.92,4769.6
2024-01-03,Female,35,Shoes,Clothing,2,50.02,100.04
2024-01-04,Female,36,Smartphone,Electronics,2,721.96,1443.92
2024-01-05,Male,39,Dress,Clothing,1,121.72,121.72
2024-01-05,Female,54,Jeans,Clothing,5,203.36,1016.8
2024-01-06,Female,49,Cookware Set,Home & Kitchen,2,370.39,740.78
2024-01-07,Female,58,Shampoo,Beauty,3,127.37,382.11
2024-01-07,Female,20,Perfume,Beauty,3,67.89,203.67
2024-01-08,Female,45,T-Shirt,Clothing,5,205.14,1025.7
2024-01-09,Male,27,Lamp,Home & Kitchen,2,54.62,109.24
2024-01-10,Female,52,T-Shirt,Clothing,1,56.71,56.71
2024-01-10,Female,46,Dumbbells,Sports,1,130.76,130.76
2024-01-11,Male,32,Lipstick,Beauty,1,23.06,23.06
2024-01-12,Male,50,Headphones,Electronics,3,358.49,1075.47
2024-01-13,Male,24,Skincare Set,Beauty,2,151.13,302.26
2024-01-13,Female,29,Jeans,Clothing,2,238.1,476.2
2024-01-14,Female,47,Perfume,Beauty,3,61.78,185.34
2024-01-15,Male,38,Headphones,Electronics,1,390.97,390.97
2024-01-15,Female,48,Laptop,Electronics,1,407.88,407.88
2024-01-16,Male,41,Coffee Maker,Home & Kitchen,5,160.53,802.65
2024-01-17,Female,37,Jeans,Clothing,4,28.26,113.04
2024-01-18,Female,54,Cookware Set,Home & Kitchen,2,465.65,931.3
2024-01-18,Female,21,Jacket,Clothing,2,69.15,138.3
2024-01-19,Male,45,Lipstick,Beauty,2,81.4,162.8
2024-01-20,Male,61,Face Cream,Beauty,4,11.65,46.6
2024-01-21,Male,37,Shampoo,Beauty,5,155.85,779.25
2024-01-21,Male,41,Jacket,Clothing,4,188.17,752.68
2024-01-22,Female,49,Smartphone,Electronics,1,1141.43,1141.43
2024-01-23,Female,58,Smartwatch,Electronics,1,959.78,959.78
2024-01-24,Female,53,Shoes,Clothing,2,92.15,184.3
2024-01-24,Female,51,Lipstick,Beauty,3,52.14,156.42
2024-01-25,Female,53,Dumbbells,Sports,2,250.25,500.5
2024-01-26,Female,19,Lamp,Home & Kitchen,3,201.13,603.39
2024-01-26,Female,32,Cookware Set,Home & Kitchen,4,296.12,1184.48
2024-01-27,Female,51,Vacuum Cleaner,Home & Kitchen,1,32.94,32.94
2024-01-28,Male,53,Skincare Set,Beauty,3,20.52,61.56
2024-01-29,Male,23,Jacket,Clothing,4,143.13,572.52
2024-01-29,Male,56,Running Shoes,Sports,1,206.8,206.8
2024-01-30,Female,59,Skincare Set,Beauty,3,137.75,413.25
2024-01-31,Female,29,Perfume,Beauty,2,32.43,64.86
2024-02-01,Male,20,Smartphone,Electronics,2,664.5,1329.0
2024-02-01,Female,62,T-Shirt,Clothing,2,64.72,129.44
2024-02-02,Female,35,Jacket,Clothing,4,41.44,165.76
2024-02-03,Male,57,Coffee Maker,Home & Kitchen,2,222.93,445.86
2024-02-03,Male,38,Lipstick,Beauty,5,37.77,188.85
2024-02-04,Female,32,Shoes,Clothing,1,71.01,71.01
2024-02-05,Female,50,Yoga Mat,Sports,4,124.79,499.16
2024-02-06,Female,52,Tablet,Electronics,2,385.33,770.66
2024-02-06,Female,43,Shoes,Clothing,1,40.15,40.15
2024-02-07,Female,25,Smartphone,Electronics,3,198.91,596.73
2024-02-08,Female,53,Lamp,Home & Kitchen,2,120.83,241.66
2024-02-09,Female,65,Yoga Mat,Sports,1,36.68,36.68
2024-02-09,Female,47,T-Shirt,Clothing,5,164.09,820.45
2024-02-10,Male,40,Cookware Set,Home & Kitchen,3,165.04,495.12
2024-02-11,Male,59,Dress,Clothing,5,84.34,421.7
2024-02-12,Male,61,Running Shoes,Sports,1,129.56,129.56
2024-02-12,Female,31,Lamp,Home & Kitchen,5,341.51,1707.55
2024-02-13,Female,31,Vacuum Cleaner,Home & Kitchen,1,439.2,439.2
2024-02-14,Female,19,Headphones,Electronics,1,935.0,935.0
2024-02-14,Male,54,Dumbbells,Sports,5,260.08,1300.4
2024-02-15,Male,22,Cookware Set,Home & Kitchen,1,257.66,257.66
2024-02-16,Male,55,T-Shirt,Clothing,2,179.58,359.16
2024-02-17,Male,62,Vacuum Cleaner,Home & Kitchen,1,289.8,289.8
2024-02-17,Female,58,Shoes,Clothing,4,69.74,278.96
2024-02-18,Male,64,Blender,Home & Kitchen,1,128.04,128.04
2024-02-19,Male,31,Smartphone,Electronics,4,426.03,1704.12
2024-02-20,Female,56,Vacuum Cleaner,Home & Kitchen,1,458.08,458.08
2024-02-20,Male,42,Shampoo,Beauty,1,103.06,103.06
2024-02-21,Female,37,Smartphone,Electronics,5,907.3,4536.5
2024-02-22,Female,19,T-Shirt,Clothing,2,99.71,199.42
2024-02-22,Male,56,Smartwatch,Electronics,2,548.49,1096.98
2024-02-23,Female,23,Jacket,Clothing,3,48.88,146.64
2024-02-24,Female,34,T-Shirt,Clothing,5,59.4,297.0
2024-02-25,Female,42,Skincare Set,Beauty,5,150.65,753.25
2024-02-25,Male,45,Shoes,Clothing,2,154.51,309.02
2024-02-26,Female,19,T-Shirt,Clothing,5,97.63,488.15
2024-02-27,Female,52,Vacuum Cleaner,Home & Kitchen,2,407.34,814.68
2024-02-28,Male,54,Laptop,Electronics,5,371.17,1855.85
2024-02-28,Male,22,Football,Sports,1,342.09,342.09
2024-02-29,Female,18,Cookware Set,Home & Kitchen,2,192.06,384.12
2024-03-01,Female,57,Skincare Set,Beauty,2,67.34,134.68
2024-03-02,Male,29,Lipstick,Beauty,4,63.03,252.12
2024-03-02,Female,53,Yoga Mat,Sports,5,60.3,301.5
2024-03-03,Male,62,Headphones,Electronics,5,222.25,1111.25
2024-03-04,Male,40,Smartwatch,Electronics,2,812.92,1625.84
2024-03-04,Male,64,Jacket,Clothing,1,221.28,221.28
2024-03-05,Male,48,Vacuum Cleaner,Home & Kitchen,1,401.54,401.54
2024-03-06,Male,28,Smartphone,Electronics,1,255.22,255.22
2024-03-07,Male,27,Shampoo,Beauty,5,102.75,513.75
2024-03-07,Female,20,Dumbbells,Sports,4,54.85,219.4
2024-03-08,Male,31,Vacuum Cleaner,Home & Kitchen,2,51.29,102.58
2024-03-09,Male,33,Lipstick,Beauty,3,121.59,364.77
2024-03-10,Female,27,Smartphone,Electronics,4,688.67,2754.68
2024-03-10,Male,46,Lamp,Home & Kitchen,3,68.55,205.65
2024-03-11,Female,27,Skincare Set,Beauty,4,15.94,63.76
2024-03-12,Male,29,Headphones,Electronics,1,1188.73,1188.73
2024-03-12,Male,47,Smartwatch,Electronics,5,133.02,665.1
2024-03-13,Male,58,Football,Sports,3,166.69,500.07
2024-03-14,Male,18,Lipstick,Beauty,4,95.79,383.16
2024-03-15,Male,22,Blender,Home & Kitchen,5,85.12,425.6
2024-03-15,Male,37,Blender,Home & Kitchen,3,109.46,328.38
2024-03-16,Male,25,Skincare Set,Beauty,2,69.81,139.62
2024-03-17,Male,60,Skincare Set,Beauty,4,139.48,557.92
2024-03-18,Male,29,Shoes,Clothing,2,136.63,273.26
2024-03-18,Male,18,Dress,Clothing,1,166.72,166.72
2024-03-19,Male,37,T-Shirt,Clothing,2,246.59,493.18
2024-03-20,Female,45,Vacuum Cleaner,Home & Kitchen,2,390.96,781.92
2024-03-21,Female,60,Shampoo,Beauty,4,83.84,335.36
2024-03-21,Male,54,Football,Sports,1,167.33,167.33
2024-03-22,Female,64,T-Shirt,Clothing,2,162.32,324.64
2024-03-23,Female,54,Face Cream,Beauty,5,123.11,615.55
2024-03-23,Male,29,Lipstick,Beauty,3,95.12,285.36
2024-03-24,Female,54,Skincare Set,Beauty,2,119.63,239.26
2024-03-25,Female,61,Lamp,Home & Kitchen,1,41.06,41.06
2024-03-26,Male,45,Dress,Clothing,2,118.81,237.62
2024-03-26,Male,64,Skincare Set,Beauty,3,57.42,172.26
2024-03-27,Female,32,Headphones,Electronics,1,242.09,242.09
2024-03-28,Female,23,Jeans,Clothing,4,42.9,171.6
2024-03-29,Male,61,T-Shirt,Clothing,1,158.73,158.73
2024-03-29,Male,37,Lipstick,Beauty,4,99.01,396.04
2024-03-30,Male,31,Yoga Mat,Sports,1,103.68,103.68
2024-03-31,Female,19,Skincare Set,Beauty,3,90.06,270.18
2024-03-31,Female,26,Cookware Set,Home & Kitchen,3,261.35,784.05
2024-04-01,Male,54,Lipstick,Beauty,1,43.15,43.15
2024-04-02,Male,37,Shampoo,Beauty,2,120.86,241.72
2024-04-03,Female,43,Headphones,Electronics,3,959.01,2877.03
2024-04-03,Male,46,Dress,Clothing,4,202.04,808.16
2024-04-04,Male,18,Jacket,Clothing,4,158.57,634.28
2024-04-05,Female,52,Jeans,Clothing,5,137.68,688.4
2024-04-06,Female,23,Smartphone,Electronics,4,167.11,668.44
2024-04-06,Female,54,Headphones,Electronics,5,416.61,2083.05
2024-04-07,Female,22,Jacket,Clothing,1,41.45,41.45
2024-04-08,Male,50,Yoga Mat,Sports,1,338.06,338.06
2024-04-09,Male,31,T-Shirt,Clothing,1,51.07,51.07
2024-04-09,Female,29,T-Shirt,Clothing,2,54.91,109.82
2024-04-10,Male,59,Tablet,Electronics,2,1078.53,2157.06
2024-04-11,Male,37,Lipstick,Beauty,5,170.47,852.35
2024-04-11,Male,41,T-Shirt,Clothing,4,196.14,784.56
2024-04-12,Male,60,Smartphone,Electronics,4,105.95,423.8
2024-04-13,Male,51,Shampoo,Beauty,1,10.23,10.23
2024-04-14,Male,42,Smartwatch,Electronics,3,515.91,1547.73
2024-04-14,Male,46,Smartphone,Electronics,2,257.73,515.46
2024-04-15,Male,56,Tablet,Electronics,2,120.22,240.44
2024-04-16,Female,48,Smartphone,Electronics,1,610.47,610.47
2024-04-17,Female,64,Laptop,Electronics,2,1137.37,2274.74
2024-04-17,Female,60,Jacket,Clothing,1,94.48,94.48
2024-04-18,Female,40,Vacuum Cleaner,Home & Kitchen,5,340.74,1703.7
2024-04-19,Female,61,Skincare Set,Beauty,4,120.88,483.52
2024-04-19,Male,55,Face Cream,Beauty,3,52.68,158.04
2024-04-20,Female,37,Jeans,Clothing,4,169.6,678.4
2024-04-21,Female,40,Running Shoes,Sports,4,90.07,360.28
2024-04-22,Female,62,Jacket,Clothing,5,48.06,240.3
2024-04-22,Male,33,Smartwatch,Electronics,2,871.52,1743.04
2024-04-23,Male,59,Skincare Set,Beauty,3,29.28,87.84
2024-04-24,Male,25,Smartwatch,Electronics,2,1196.6,2393.2
2024-04-25,Male,38,Jeans,Clothing,4,62.19,248.76
2024-04-25,Female,18,Shampoo,Beauty,1,111.0,111.0
2024-04-26,Female,25,Lamp,Home & Kitchen,4,223.35,893.4
2024-04-27,Male,46,Dress,Clothing,2,49.07,98.14
2024-04-28,Female,49,Coffee Maker,Home & Kitchen,4,43.09,172.36
2024-04-28,Female,55,Yoga Mat,Sports,1,225.5,225.5
2024-04-29,Male,22,Laptop,Electronics,5,987.43,4937.15
2024-04-30,Male,64,Jacket,Clothing,2,213.66,427.32
2024-04-30,Male,39,Jeans,Clothing,4,131.02,524.08
2024-05-01,Male,64,T-Shirt,Clothing,2,198.81,397.62
2024-05-02,Male,51,Dress,Clothing,5,174.75,873.75
2024-05-03,Male,18,Dumbbells,Sports,4,259.0,1036.0
2024-05-03,Male,43,Vacuum Cleaner,Home & Kitchen,4,261.52,1046.08
2024-05-04,Male,60,Lipstick,Beauty,2,117.68,235.36
2024-05-05,Female,27,Shoes,Clothing,2,205.27,410.54
2024-05-06,Male,47,Coffee Maker,Home & Kitchen,1,217.01,217.01
2024-05-06,Female,35,Football,Sports,5,285.97,1429.85
2024-05-07,Male,34,Lamp,Home & Kitchen,1,308.25,308.25
2024-05-08,Female,43,Laptop,Electronics,4,282.49,1129.96
2024-05-08,Male,25,Perfume,Beauty,2,14.2,28.4
2024-05-09,Male,64,Smartphone,Electronics,4,499.03,1996.12
2024-05-10,Female,57,Dress,Clothing,4,145.74,582.96
2024-05-11,Female,29,Tablet,Electronics,3,1023.8,3071.4
2024-05-11,Female,44,Face Cream,Beauty,3,31.67,95.01
2024-05-12,Male,25,Perfume,Beauty,4,146.04,584.16
2024-05-13,Male,42,Laptop,Electronics,2,1049.31,2098.62
2024-05-14,Female,63,Shoes,Clothing,4,54.66,218.64
2024-05-14,Female,21,Dress,Clothing,3,215.87,647.61
2024-05-15,Female,50,Jeans,Clothing,2,248.03,496.06
2024-05-16,Female,18,Headphones,Electronics,4,899.52,3598.08
2024-05-17,Male,36,Dress,Clothing,5,200.5,1002.5
2024-05-17,Female,48,Coffee Maker,Home & Kitchen,5,497.38,2486.9
2024-05-18,Male,33,Headphones,Electronics,4,766.03,3064.12
2024-05-19,Male,31,Headphones,Electronics,2,438.68,877.36
2024-05-19,Male,65,Shoes,Clothing,4,212.63,850.52
2024-05-20,Female,22,Tennis Racket,Sports,4,222.78,891.12
2024-05-21,Male,58,Perfume,Beauty,3,108.8,326.4
2024-05-22,Male,43,Shampoo,Beauty,5,53.12,265.6
2024-05-22,Female,45,Shoes,Clothing,3,193.96,581.88
2024-05-23,Male,19,Shampoo,Beauty,3,23.88,71.64
2024-05-24,Female,23,Headphones,Electronics,4,1116.72,4466.88
2024-05-25,Male,26,Skincare Set,Beauty,3,65.39,196.17
2024-05-25,Female,50,Football,Sports,5,62.17,310.85
2024-05-26,Female,58,Face Cream,Beauty,3,85.2,255.6
2024-05-27,Male,42,Vacuum Cleaner,Home & Kitchen,5,49.96,249.8
2024-05-27,Male,65,Cookware Set,Home & Kitchen,3,351.77,1055.31
2024-05-28,Male,30,Smartwatch,Electronics,5,1092.98,5464.9
2024-05-29,Male,26,Football,Sports,3,296.3,888.9
2024-05-30,Female,30,Tablet,Electronics,3,240.11,720.33
2024-05-30,Male,48,Face Cream,Beauty,2,31.47,62.94
2024-05-31,Female,58,Smartwatch,Electronics,5,994.78,4973.9
2024-06-01,Male,28,Laptop,Electronics,5,1116.68,5583.4
2024-06-02,Female,21,T-Shirt,Clothing,5,125.95,629.75
2024-06-02,Female,51,Jeans,Clothing,1,134.76,134.76
2024-06-03,Female,55,Jeans,Clothing,3,93.2,279.6
2024-06-04,Male,63,Perfume,Beauty,5,162.03,810.15
2024-06-05,Male,21,Smartphone,Electronics,1,809.39,809.39
2024-06-05,Male,55,Tablet,Electronics,2,417.08,834.16
2024-06-06,Female,36,Face Cream,Beauty,5,60.79,303.95
2024-06-07,Female,23,T-Shirt,Clothing,5,224.98,1124.9
2024-06-07,Female,51,Lamp,Home & Kitchen,1,36.41,36.41
2024-06-08,Male,35,Face Cream,Beauty,3,64.86,194.58
2024-06-09,Female,30,Lamp,Home & Kitchen,2,290.55,581.1
2024-06-10,Female,58,Perfume,Beauty,5,35.2,176.0
2024-06-10,Male,40,Dress,Clothing,3,41.18,123.54
2024-06-11,Male,36,Skincare Set,Beauty,2,148.6,297.2
2024-06-12,Female,62,T-Shirt,Clothing,4,225.71,902.84
2024-06-13,Female,28,Shoes,Clothing,4,209.43,837.72
2024-06-13,Female,18,Lamp,Home & Kitchen,2,452.43,904.86
2024-06-14,Male,41,T-Shirt,Clothing,1,147.22,147.22
2024-06-15,Female,24,Blender,Home & Kitchen,2,411.76,823.52
2024-06-15,Male,42,Vacuum Cleaner,Home & Kitchen,2,210.5,421.0
2024-06-16,Male,38,Vacuum Cleaner,Home & Kitchen,1,343.15,343.15
2024-06-17,Male,32,Tennis Racket,Sports,1,346.32,346.32
2024-06-18,Female,18,Shoes,Clothing,3,71.92,215.76
2024-06-18,Female,29,Dress,Clothing,3,109.68,329.04
2024-06-19,Female,24,Perfume,Beauty,1,91.61,91.61
2024-06-20,Male,32,Dress,Clothing,4,51.74,206.96
2024-06-21,Female,38,Skincare Set,Beauty,4,23.78,95.12
2024-06-21,Male,36,Vacuum Cleaner,Home & Kitchen,2,419.97,839.94
2024-06-22,Female,46,Shampoo,Beauty,5,176.06,880.3
2024-06-23,Male,42,Jeans,Clothing,2,113.09,226.18
2024-06-24,Male,50,Smartphone,Electronics,2,196.41,392.82
2024-06-24,Male,49,T-Shirt,Clothing,5,35.14,175.7
2024-06-25,Male,52,Headphones,Electronics,1,1080.45,1080.45
2024-06-26,Female,61,Yoga Mat,Sports,4,173.06,692.24
2024-06-26,Female,55,Jacket,Clothing,2,93.61,187.22
2024-06-27,Male,43,Laptop,Electronics,5,624.11,3120.55
2024-06-28,Female,28,Laptop,Electronics,3,450.13,1350.39
2024-06-29,Male,52,Shampoo,Beauty,2,93.14,186.28
2024-06-29,Female,25,Lipstick,Beauty,4,156.12,624.48
2024-06-30,Female,63,Shoes,Clothing,1,156.23,156.23
2024-07-01,Female,31,Laptop,Electronics,2,864.12,1728.24
2024-07-02,Male,27,T-Shirt,Clothing,2,103.87,207.74
2024-07-02,Female,19,Jeans,Clothing,5,189.86,949.3
2024-07-03,Female,63,Shampoo,Beauty,3,123.32,369.96
2024-07-04,Male,26,Lipstick,Beauty,3,30.33,90.99
2024-07-04,Male,20,Jacket,Clothing,1,151.71,151.71
2024-07-05,Female,38,Smartwatch,Electronics,4,382.42,1529.68
2024-07-06,Female,43,Running Shoes,Sports,1,285.35,285.35
2024-07-07,Female,25,Dress,Clothing,2,117.97,235.94
2024-07-07,Female,65,Perfume,Beauty,2,179.1,358.2
2024-07-08,Female,19,Smartphone,Electronics,3,201.75,605.25
2024-07-09,Male,23,T-Shirt,Clothing,4,199.48,797.92
2024-07-10,Male,45,Headphones,Electronics,5,841.07,4205.35
2024-07-10,Male,46,Lipstick,Beauty,4,140.47,561.88
2024-07-11,Female,43,Yoga Mat,Sports,2,121.48,242.96
2024-07-12,Male,42,Jeans,Clothing,5,133.17,665.85
2024-07-13,Female,29,Smartphone,Electronics,4,976.16,3904.64
2024-07-13,Female,22,Tablet,Electronics,4,355.8,1423.2
2024-07-14,Female,51,Jeans,Clothing,5,71.99,359.95
2024-07-15,Male,65,Laptop,Electronics,2,706.16,1412.32
2024-07-15,Female,54,Headphones,Electronics,4,675.92,2703.68
2024-07-16,Male,32,Vacuum Cleaner,Home & Kitchen,5,162.66,813.3
2024-07-17,Female,61,T-Shirt,Clothing,2,88.56,177.12
2024-07-18,Male,53,Jeans,Clothing,5,83.9,419.5
2024-07-18,Male,32,Tennis Racket,Sports,5,274.6,1373.0
2024-07-19,Female,60,Tablet,Electronics,4,817.09,3268.36
2024-07-20,Male,65,Football,Sports,2,294.7,589.4
2024-07-21,Male,40,Dress,Clothing,4,244.36,977.44
2024-07-21,Female,23,Tennis Racket,Sports,1,176.47,176.47
2024-07-22,Female,63,Face Cream,Beauty,1,21.34,21.34
2024-07-23,Female,61,Cookware Set,Home & Kitchen,2,52.6,105.2
2024-07-23,Female,60,Football,Sports,5,117.57,587.85
2024-07-24,Female,62,Dress,Clothing,4,234.49,937.96
2024-07-25,Male,38,Tennis Racket,Sports,4,192.66,770.64
2024-07-26,Male,40,Jeans,Clothing,2,82.51,165.02
2024-07-26,Male,60,T-Shirt,Clothing,2,111.81,223.62
2024-07-27,Female,33,Jacket,Clothing,1,157.68,157.68
2024-07-28,Female,64,Skincare Set,Beauty,3,121.0,363.0
2024-07-29,Male,32,Smartphone,Electronics,2,269.31,538.62
2024-07-29,Male,42,Face Cream,Beauty,3,176.1,528.3
2024-07-30,Female,53,Perfume,Beauty,2,102.61,205.22
2024-07-31,Male,28,Blender,Home & Kitchen,5,93.77,468.85
2024-08-01,Female,32,Blender,Home & Kitchen,5,450.01,2250.05
2024-08-01,Female,21,Jacket,Clothing,1,37.17,37.17
2024-08-02,Female,38,T-Shirt,Clothing,1,228.78,228.78
2024-08-03,Male,30,Jacket,Clothing,3,249.21,747.63
2024-08-03,Female,39,Tablet,Electronics,2,870.47,1740.94
2024-08-04,Female,36,Headphones,Electronics,4,947.49,3789.96
2024-08-05,Female,51,Dress,Clothing,1,97.58,97.58
2024-08-06,Female,31,Dress,Clothing,4,236.56,946.24
2024-08-06,Female,21,Running Shoes,Sports,4,194.81,779.24
2024-08-07,Female,65,Skincare Set,Beauty,2,134.51,269.02
2024-08-08,Male,63,Shoes,Clothing,3,232.54,697.62
2024-08-09,Female,44,Perfume,Beauty,2,175.78,351.56
2024-08-09,Female,46,Smartwatch,Electronics,1,1016.52,1016.52
2024-08-10,Male,64,T-Shirt,Clothing,4,89.69,358.76
2024-08-11,Female,45,Perfume,Beauty,2,174.31,348.62
2024-08-11,Female,52,Dress,Clothing,2,164.47,328.94
2024-08-12,Female,25,T-Shirt,Clothing,2,234.05,468.1
2024-08-13,Male,33,Football,Sports,1,243.11,243.11
2024-08-14,Male,59,Running Shoes,Sports,3,121.39,364.17
2024-08-14,Female,53,Shampoo,Beauty,2,72.9,145.8
2024-08-15,Female,47,Lipstick,Beauty,1,103.58,103.58
2024-08-16,Male,35,Perfume,Beauty,4,144.3,577.2
2024-08-17,Female,19,Tablet,Electronics,5,449.78,2248.9
2024-08-17,Female,30,Jacket,Clothing,1,153.34,153.34
2024-08-18,Female,21,Headphones,Electronics,5,480.19,2400.95
2024-08-19,Female,43,Jeans,Clothing,2,207.63,415.26
2024-08-20,Male,42,Perfume,Beauty,2,89.34,178.68
2024-08-20,Male,47,Dress,Clothing,1,37.65,37.65
2024-08-21,Male,28,Running Shoes,Sports,5,74.8,374.0
2024-08-22,Female,24,Running Shoes,Sports,2,40.16,80.32
2024-08-22,Male,48,Vacuum Cleaner,Home & Kitchen,4,264.67,1058.68
2024-08-23,Male,61,Perfume,Beauty,3,28.08,84.24
